iter	Logloss
181	0.0618793054
182	0.06119725125
183	0.06089065939
184	0.06043029436
185	0.06003758328
186	0.05979046077
187	0.05961711194
188	0.05908620465
189	0.05856864723
190	0.05827380201
191	0.05788144028
192	0.05768660688
193	0.05737181794
194	0.05700794635
195	0.05672835992
196	0.05645047653
197	0.05623561207
198	0.05582041206
199	0.05561426245
200	0.05540397688
201	0.05514250012
202	0.05490255161
203	0.05477644514
204	0.05451606008
205	0.05437320388
206	0.0541230059
207	0.05390140412
208	0.05358076369
209	0.05340730881
210	0.05320857025
211	0.05303985022
212	0.05282607745
213	0.05270836769
214	0.05253631018
215	0.05232597158
216	0.05198744293
217	0.05169559831
218	0.05146720306
219	0.05122003688
220	0.05103370623
221	0.05088165171
222	0.05056639802
223	0.05035941248
224	0.05013791051
225	0.04986640575
226	0.04956933347
227	0.04921782299
228	0.0489577904
229	0.04877680282
230	0.04852614633
231	0.04821896495
232	0.04788161221
233	0.04774899923
234	0.04748705461
235	0.04717206292
236	0.04692494976
237	0.04684809126
238	0.04672449881
239	0.04658182975
240	0.04638148173
241	0.04625210953
242	0.04594739538
243	0.04560029224
244	0.04535909919
245	0.04520405343
246	0.0449671835
247	0.04463672092
248	0.04456334648
249	0.04439329458
250	0.04422204181
251	0.04400715863
252	0.04386960495
253	0.04352265777
254	0.04323453428
255	0.04295580561
256	0.04265379886
257	0.04247321677
258	0.04234335799
259	0.04222032698
260	0.04206033428
261	0.04190733778
262	0.04167835613
263	0.04148535054
264	0.04133124675
265	0.04111752077
266	0.041031832
267	0.04081587585
268	0.0406431758
269	0.04043942792
270	0.04026370856
271	0.04018224309
272	0.03974019048
273	0.03945609691
274	0.03919344736
275	0.03900176116
276	0.03891367378
277	0.03879689975
278	0.03861091221
279	0.03840422611
280	0.0380425691
281	0.0378746039
282	0.03764289613
283	0.03751091633
284	0.03735544949
285	0.03727584302
286	0.03716011702
287	0.03702393576
288	0.03684138238
289	0.03661663963
290	0.03644861516
291	0.03632445191
292	0.03612161794
293	0.03598540861
294	0.03584980438
295	0.03571826439
296	0.03551412038
297	0.03534086513
298	0.03527182628
299	0.03513970925
300	0.03498699035
301	0.03465313416
302	0.03450464169
303	0.03445063394
304	0.03426849852
305	0.03407791025
306	0.03397096773
307	0.0338691281
308	0.03376728847
309	0.03359718978
310	0.03352728381
311	0.03336455251
312	0.03323503371
313	0.03298990744
314	0.03294264013
315	0.03277335241
316	0.03268003425
317	0.03253815121
318	0.032398358
319	0.03224230164
320	0.03212399923
321	0.03209411172
322	0.03202464867
323	0.03197303329
324	0.03188359845
325	0.0317960226
326	0.03172443231
327	0.03163499434
328	0.03157106775
329	0.03149721609
330	0.03139578195
331	0.0313580467
332	0.03122586104
333	0.03106832309
334	0.03100005779
335	0.03092803706
336	0.03088041104
337	0.03079934795
338	0.03072621992
339	0.03060919636
340	0.03051370416
341	0.03038276928
342	0.03031420454
343	0.03022486327
344	0.02995540466
345	0.02989490599
346	0.02980164398
347	0.02961765579
348	0.02953334256
349	0.02941484054
350	0.02922520985
351	0.02894268519
352	0.02875793906
353	0.02871960494
354	0.02860534493
355	0.02852227
356	0.02841565186
357	0.02831482283
358	0.02820010119
359	0.02813192322
360	0.02805363927
361	0.02799259164
362	0.02791566139
363	0.02779037214
364	0.02770364158
365	0.02757045156
366	0.02737185961
367	0.0273021907
368	0.02714778747
369	0.02703762912
370	0.02697118539
371	0.02691975716
372	0.0267968478
373	0.02667682364
374	0.02651617903
375	0.02643394002
376	0.02633228442
377	0.02626962732
378	0.02612215948
379	0.02600324105
380	0.02594317439
381	0.02575875732
382	0.02566738238
383	0.02560845887
384	0.02549790751
385	0.02543094913
386	0.02533400809
387	0.02528927352
388	0.02522506932
389	0.0250897661
390	0.02506961027
391	0.02500630751
392	0.02492238885
393	0.02485340926
394	0.02475776579
395	0.02458812561
396	0.02451583663
397	0.02445800326
398	0.02436596862
399	0.02431229929
400	0.02428288121
401	0.02418480793
402	0.02409914879
403	0.02403382795
404	0.0239354911
405	0.02375685691
406	0.02365872281
407	0.02357231508
408	0.02347487655
409	0.02337098141
410	0.02330571359
411	0.02319800376
412	0.02312918637
413	0.02305484032
414	0.02293871975
415	0.02277873329
416	0.02270009687
417	0.02261378584
418	0.02256601167
419	0.02243738806
420	0.02239606893
421	0.02230782248
422	0.02225548346
423	0.02220337837
424	0.02214761611
425	0.02209666666
426	0.02199928427
427	0.02194771412
428	0.0218905732
429	0.02184149367
430	0.02176847481
431	0.02171084731
432	0.02163379541
433	0.02154272926
434	0.02139189588
435	0.02136186489
436	0.02127217272
437	0.02121107362
438	0.02112200527
439	0.02106082196
440	0.02100010027
441	0.02092930848
442	0.02086011523
443	0.02075246466
444	0.020692228
445	0.02063370999
446	0.02054512822
447	0.02047374223
448	0.0203892247
449	0.02035304902
450	0.02025764104
451	0.02013461471
452	0.02006339403
453	0.01999649647
454	0.01985792439
455	0.01983039806
456	0.01977632169
457	0.01972959866
458	0.01967838253
459	0.01965003587
460	0.01946468151
461	0.01935350788
462	0.01929817605
463	0.01920739218
464	0.01917083597
465	0.01907816502
466	0.01894932308
467	0.01892043057
468	0.01887088473
469	0.01878855995
470	0.01873738436
471	0.01863872157
472	0.0185977471
473	0.01854823402
474	0.01845675926
475	0.01835012553
476	0.01830568259
477	0.01827874266
478	0.01818804144
479	0.01814632307
480	0.01813222927
481	0.01804891728
482	0.0179543733
483	0.01792067265
484	0.01785318557
485	0.0177833607
486	0.0177009517
487	0.01764985254
488	0.01758453481
489	0.01749956813
490	0.01745117949
491	0.01738043759
492	0.01730555661
493	0.01726310368
494	0.0172147088
495	0.01713929757
496	0.01707838406
497	0.01702742682
498	0.01698458711
499	0.0168503787
500	0.01676372924
501	0.01667783617
502	0.01663305793
503	0.01660097298
504	0.01655901287
505	0.01651395703
506	0.01645013025
507	0.01642079638
508	0.01638837925
509	0.01636751226
510	0.01634091231
511	0.01632536033
512	0.01627020785
513	0.01621578213
514	0.01617460025
515	0.01612096055
516	0.01606433429
517	0.01600419744
518	0.0159399605
519	0.01591761192
520	0.01588220978
521	0.01583984887
522	0.01581603742
523	0.01580244269
524	0.01569697395
525	0.01564975498
526	0.01559995494
527	0.01556596733
528	0.01554802764
529	0.01550671943
530	0.01546251979
531	0.01544852113
532	0.01541446957
533	0.01539012163
534	0.01534753146
535	0.01529622643
536	0.01524859418
537	0.01518705841
538	0.0150672791
539	0.01493727527
540	0.01491406426
541	0.01485473527
542	0.0148137109
543	0.01477594446
544	0.01475738719
545	0.01467509359
546	0.01464363248
547	0.01459504889
548	0.0145456902
549	0.01449930561
550	0.0144496584
551	0.01442330954
552	0.01438459644
553	0.01435550431
554	0.01433138407
555	0.01430746657
556	0.01427272881
557	0.0142426214
558	0.01420190738
559	0.01415844073
560	0.01413151015
561	0.01403836822
562	0.01401417312
563	0.01397511692
564	0.01394101546
565	0.01390316013
566	0.01385850197
567	0.01381983098
568	0.01377559079
569	0.01374711624
570	0.01370977712
571	0.01367492863
572	0.01364816337
573	0.01357186006
574	0.01350563779
575	0.01347051014
576	0.01343157558
577	0.01340939856
578	0.01337887943
579	0.01333812174
580	0.01330608826
581	0.01326846219
582	0.01324367757
583	0.01321480689
584	0.01317923165
585	0.01315603467
586	0.01313850047
587	0.01311974826
588	0.01308265555
589	0.0130249797
590	0.01298222499
591	0.01295661146
592	0.01293810254
593	0.0128824549
594	0.01283540359
595	0.01279275805
596	0.01276253679
597	0.01272220487
598	0.01267386224
599	0.01263952216
600	0.01258618112
601	0.01255289688
602	0.01252309046
603	0.01248532948
604	0.01245780783
605	0.01241683336
606	0.01238914951
607	0.01236597905
608	0.01235213323
609	0.01232208664
610	0.01226676105
611	0.01221864066
612	0.01218572914
613	0.01216103654
614	0.01214162463
615	0.01206272777
616	0.01203761097
617	0.01200813362
618	0.01195714752
619	0.01195672098
620	0.01191009777
621	0.01187514167
622	0.01184326649
623	0.0118155959
624	0.0117802
625	0.01169992293
626	0.01166854135
627	0.01164527107
628	0.0116230457
629	0.01160373048
630	0.01158400042
631	0.01155717277
632	0.01154177518
633	0.01150217314
634	0.01148062306
635	0.01144172516
636	0.01141058453
637	0.01138893308
638	0.01136040317
639	0.0113356131
640	0.01130132449
641	0.01127535149
642	0.01125318694
643	0.01120746984
644	0.01114274787
645	0.01109513511
646	0.01106600867
647	0.01102304186
648	0.01100481288
649	0.01096518354
650	0.01091526886
651	0.01089573218
652	0.01086542593
653	0.01084024674
654	0.01079782344
655	0.01077980734
656	0.01073412143
657	0.01070943039
658	0.01070944286
659	0.01067359937
660	0.01064164309
661	0.01064159396
662	0.01061894985
663	0.01060330975
664	0.0105621918
665	0.01056213878
666	0.01053326654
667	0.01049843911
668	0.01047153114
669	0.0104682966
670	0.01045263155
671	0.01042392696
672	0.01040148638
673	0.01037874323
674	0.01035415122
675	0.01030617509
676	0.01027659325
677	0.0102578114
678	0.01025247457
679	0.01022369669
680	0.01022368889
681	0.0101815814
682	0.01015025519
683	0.01012007681
684	0.01010151954
685	0.01007237438
686	0.01007233617
687	0.01005779556
688	0.0100364919
689	0.01000669328
690	0.0100066426
691	0.009971623331
692	0.009930979494
693	0.009906951268
694	0.009884307936
695	0.009868745032
696	0.009868697465
697	0.009832303444
698	0.009813463113
699	0.009810594292
700	0.009810590393
701	0.009791744603
702	0.009775971937
703	0.009738984502
704	0.009709474403
705	0.009690758057
706	0.009690719848
707	0.009670011157
708	0.009669913684
709	0.0096455907
710	0.009615579201
711	0.009581872312
712	0.009565202116
713	0.009545827633
714	0.009545829193
715	0.009511440773
716	0.00949486805
717	0.009494828281
718	0.00947153617
719	0.009428479685
720	0.009403511041
721	0.009384305772
722	0.009368079272
723	0.009350490492
724	0.009313619244
725	0.009299242389
726	0.009279303344
727	0.009255364013
728	0.009229079876
729	0.009229066619
730	0.009204030134
731	0.009190575763
732	0.009166078107
733	0.009153938449
734	0.009107454039
735	0.009080521123
736	0.009035524538
737	0.009035522199
738	0.009014939053
739	0.008987539047
740	0.008928060337
741	0.008928002633
742	0.00891081778
743	0.008881667941
744	0.008863380476
745	0.008863344606
746	0.008838332294
747	0.008812293008
748	0.008790519134
749	0.008774406483
750	0.008755999711
751	0.008740427449
752	0.008708677814
753	0.00868615145
754	0.00866838332
755	0.008632050122
756	0.008619023071
757	0.008602249944
758	0.008587395082
759	0.008558347395
760	0.008543366988
761	0.008543358411
762	0.008525201169
763	0.008512102378
764	0.008512083663
765	0.008499457421
766	0.008474326582
767	0.008453560967
768	0.008453532115
769	0.008432286934
770	0.008417461704
771	0.008393602691
772	0.008372641351
773	0.008355402693
774	0.008342558891
775	0.0083425277
776	0.00834252692
777	0.008326390875
778	0.008277761283
779	0.008256226023
780	0.008256210427
781	0.00823810933
782	0.008238105431
783	0.008220839481
784	0.008203331798
785	0.00820332712
786	0.008188296027
787	0.008171932286
788	0.008154731058
789	0.008131994152
790	0.00811437652
791	0.008095107309
792	0.008070143343
793	0.008051710059
794	0.008031611158
795	0.008025419683
796	0.008000157841
797	0.008000157841
798	0.007972469314
799	0.007952973965
800	0.007952910803
801	0.007932655166
802	0.007916722645
803	0.007882625864
804	0.007862509808
805	0.007862482515
806	0.007862450544
807	0.00784756839
808	0.007812811913
809	0.007812790079
810	0.007799271765
811	0.007799193787
812	0.007799164935
813	0.007799122047
814	0.007799042509
815	0.007799056545
816	0.007787755933
817	0.007774049692
818	0.007774067627
819	0.007774045013
820	0.007773960017
821	0.007748256038
822	0.007730498045
823	0.007710512993
824	0.007710423317
825	0.007710346899
826	0.00771026892
827	0.007710252545
828	0.007710220574
829	0.007690080345
830	0.007673296301
831	0.007641504558
832	0.007623861193
833	0.00760463175
834	0.007604639548
835	0.007602205846
836	0.00760219103
837	0.007580914657
838	0.007554508094
839	0.007532107274
840	0.007521474157
841	0.00750681658
842	0.007496847837
843	0.007472003179
844	0.007471961071
845	0.007471923641
846	0.007471915843
847	0.007455589531
848	0.00745552481
849	0.007440143595
850	0.007432290402
851	0.007424744445
852	0.007424721831
853	0.007409374147
854	0.0073978396
855	0.007397789694
856	0.007380282011
857	0.007365483294
858	0.007346881576
859	0.007325337738
860	0.007325335399
861	0.007309875426
862	0.007309873866
863	0.007309866848
864	0.007309842675
865	0.007298964706
866	0.007290376178
867	0.007290376178
868	0.007268969582
869	0.007268888484
870	0.007268888484
871	0.007256398704
872	0.007234312917
873	0.007218199486
874	0.0072149166
875	0.007197547719
876	0.007181625335
877	0.007162934722
878	0.007162926144
879	0.007162923805
880	0.007141815086
881	0.007126234246
882	0.007115562919
883	0.007094193753
884	0.007076233796
885	0.007059410763
886	0.007045869055
887	0.00703063366
888	0.007030577515
889	0.007030585313
890	0.007030553342
891	0.007030564259
892	0.00703056192
893	0.007030505775
894	0.007030501097
895	0.007030519811
896	0.00701591682
897	0.007015874711
898	0.007015871592
899	0.007015864574
900	0.007015819347
901	0.007015827145
902	0.007015768661
903	0.007015752285
904	0.00699735721
905	0.006975577878
906	0.006975549805
907	0.006975488982
908	0.006975488982
909	0.006958793834
910	0.006958761083
911	0.006958731451
912	0.006958722094
913	0.006958727552
914	0.006950888396
915	0.006950877479
916	0.006950824454
917	0.006937062068
918	0.006924534078
919	0.006924517702
920	0.006924466237
921	0.006924436605
922	0.006924436605
923	0.00692438202
924	0.006924404634
925	0.006924399955
926	0.006912833438
927	0.006890455232
928	0.006890453672
929	0.006890416243
930	0.006890429499
931	0.006890415463
932	0.006890398308
933	0.006874355837
934	0.006874342581
935	0.006874342581
936	0.006874287216
937	0.006858358594
938	0.006845545983
939	0.006845540525
940	0.006845506994
941	0.006828574791
942	0.006828574791
943	0.006815761401
944	0.006815759061
945	0.006815726311
946	0.006815705256
947	0.006815699018
948	0.006815675625
949	0.006815672506
950	0.006815647553
951	0.006806042189
952	0.006806017235
953	0.006806024254
954	0.006788166449
955	0.006767960718
956	0.00676791549
957	0.006750488905
958	0.006750458494
959	0.00673546795
960	0.00673543052
961	0.006735421943
962	0.006735376715
963	0.006735342405
964	0.006735339286
965	0.006735170853
966	0.006735184889
967	0.006735128744
968	0.006735139661
969	0.006721987065
970	0.006703722214
971	0.006703701939
972	0.00670370038
973	0.00670370038
974	0.006688921937
975	0.00668883772
976	0.0066887691
977	0.006688756623
978	0.006688718414
979	0.006688705157
980	0.006688670067
981	0.006688644334
982	0.006684409334
983	0.006684378923
984	0.006684357868
985	0.006684324338
986	0.006684296266
987	0.006684261955
988	0.006684270533
989	0.006682239199
990	0.006669219166
991	0.00666923944
992	0.006669202791
993	0.006669166921
994	0.006644767518
995	0.006644731648
996	0.006644667706
997	0.006631362272
998	0.006631353695
999	0.006631353695
